customer_id,age_group,city,occupation,gender,marital status,avg_monthly_income,Total_income,Total_Spending,avg_monthly_spending,O_Income_Utiliz,credit_card_monthly_avgspend,Credit_Card_IU%,avg_spending_apparel,avg_spending_bills,avg_spending_electronics,avg_spending_entertainment,avg_spending_food,avg_spending_groceries,avg_spending_health_wellness,avg_spending_others,avg_spending_travel
ATQCUS1244,35-45,Mumbai,Salaried IT Employees,Female,Married,61641,369846,124423,20737.17,0.336418455,5707.477982,0.092592235,78.2333,453.9667,262.4333,165.9333,216.5,375.4333,42.1333,54.2333,104.6667
ATQCUS1245,21-24,Mumbai,Freelancers,Male,Single,28288,169728,109950,18325,0.647801188,5013.443396,0.177228627,55.3793,350,431.8276,118.3448,97.4483,231.7586,100.8621,55.2759,157.4828
ATQCUS1246,35-45,Chennai,Freelancers,Male,Married,36683,220098,115395,19232.5,0.52428918,3998.836634,0.109010622,71.0476,630.6667,261.5238,134.7143,92.381,366.619,161.8095,29.3333,145.5238
ATQCUS1247,25-34,Chennai,Freelancers,Female,Married,33565,201390,132127,22021.17,0.656075376,5668.81604,0.168890691,93.0385,870.9231,290.8077,0,0,398.7308,247.1154,66.3077,197.8846
ATQCUS1248,35-45,Hyderabad,Freelancers,Male,Married,40480,242880,120630,20105,0.49666502,5026.25,0.124166255,69.72,823.72,102.32,64.56,0,143.8,368.2,55.76,226.08
ATQCUS1249,25-34,Hyderabad,Salaried IT Employees,Male,Married,65905,395430,103562,17260.33,0.261897125,4542.192105,0.068920296,74.28,155.2,505.16,128.76,98.52,167.12,209.56,66.24,181.76
ATQCUS1250,25-34,Chennai,Salaried Other Employees,Male,Married,39210,235260,75255,12542.5,0.319880133,3884.845133,0.099077917,51.2571,256.3143,161.0286,44.2857,70.8571,200.8857,137.7143,37.2857,66.9714
ATQCUS1251,25-34,Mumbai,Salaried IT Employees,Male,Married,60422,362532,62122,10353.67,0.171355963,2484.8808,0.041125431,46.6667,183.875,244.125,60.375,62.7083,220.4583,79.0417,49.375,80.5
ATQCUS1252,45+,Mumbai,Freelancers,Male,Married,35635,213810,60684,10114,0.283822085,2835.700935,0.079576286,52.8,287.3,134.5,44.7,49.2,148.6,97.7,24.0667,49.3333
ATQCUS1253,35-45,Bengaluru,Salaried IT Employees,Male,Married,63790,382740,35671,5945.17,0.093199091,1366.705747,0.021425078,35.95,81.1,86.3,22.55,66.6,36.6,106.45,51.3,44.25
ATQCUS1254,35-45,Bengaluru,Government Employees,Male,Married,53585,321510,45707,7617.83,0.142163479,1971.673647,0.036795253,42.6818,424.6364,152.9091,45.3182,30.3636,156.6818,40.9545,13.6364,57.4545
ATQCUS1255,25-34,Mumbai,Freelancers,Male,Married,35779,214674,61933,10322.17,0.288498002,2663.785806,0.074451097,18.25,455.625,147.625,88.125,22.4167,39.2917,195.75,39.7083,110.0833
ATQCUS1256,21-24,Bengaluru,Salaried IT Employees,Female,Married,47113,282678,66865,11144.17,0.236541294,2885.544018,0.061247299,40.5517,348.9655,221.9655,54.8276,81.2414,48.0345,149.7241,22.6207,69.5862
ATQCUS1257,45+,Chennai,Business Owners,Male,Married,73639,441834,70360,11726.67,0.159245373,3336.035431,0.045302563,36.3333,374.8182,185.6667,81.697,56.7879,107.7576,51.303,11.9697,129.0909
ATQCUS1258,35-45,Mumbai,Business Owners,Male,Married,74158,444948,58153,9692.17,0.130696216,2120.162188,0.028589797,75.4762,191.3333,128.9048,0,44.2381,253.4762,239.619,14.1905,82.1429
ATQCUS1259,25-34,Mumbai,Freelancers,Female,Married,35667,214002,54927,9154.5,0.256665826,2175.326733,0.060989899,31.25,300.375,56.7083,109.9167,63.6667,128.4167,134.5417,21,0
ATQCUS1260,35-45,Mumbai,Salaried Other Employees,Male,Married,39792,238752,51837,8639.5,0.217116506,2015.883333,0.050660518,47.5238,75.2857,147.381,42.5714,101.1905,142.5238,187.9524,9,73.381
ATQCUS1261,25-34,Delhi NCR,Freelancers,Male,Married,36643,219858,53952,8992,0.245394755,2295.829787,0.06265398,54.9167,231.8333,136.0833,85.25,25.125,101.375,60.3333,55,67.875
ATQCUS1262,45+,Mumbai,Business Owners,Male,Married,70529,423174,57461,9576.83,0.135785705,2706.495435,0.038374221,50.3846,285.1154,141.1538,82.8077,26.3846,241.1923,30.6538,18.6538,147.7692
ATQCUS1263,35-45,Bengaluru,Salaried IT Employees,Male,Married,67683,406098,49668,8278,0.122305453,1828.860465,0.027020972,0,354.4737,247,95.8947,15.6316,36.4737,68.2105,17.3684,154.5263
ATQCUS1264,45+,Bengaluru,Freelancers,Male,Married,38257,229542,64867,10811.17,0.282593251,2647.633469,0.06920651,29.375,227.9167,216.75,39.5833,77.8333,196.7083,126.75,27.2083,79.5833
ATQCUS1265,21-24,Chennai,Government Employees,Male,Single,42035,252210,47780,7963.33,0.189445224,1769.628889,0.042098939,24.8182,254.7727,188.1818,95.8636,0,105.9545,152.2273,0,125.6364
ATQCUS1266,35-45,Mumbai,Salaried IT Employees,Female,Married,66406,398436,42254,7042.33,0.106049604,1377.847174,0.020748836,39.5,202.0556,137.5,26.3889,82.2222,72.9444,117.7778,21.8333,136.2222
ATQCUS1267,35-45,Hyderabad,Salaried IT Employees,Female,Married,69208,415248,53151,8858.5,0.127998208,1838.556604,0.026565666,25.7727,207.6818,175.6818,52.4091,14.9545,192.2727,127.3636,14,109.1818
ATQCUS1268,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38480,230880,60397,10066.17,0.261594854,2214.5574,0.057550868,11.2727,319.0909,231.2273,18.8182,107.9091,123.5455,63.4091,51.1364,95.0909
ATQCUS1269,25-34,Chennai,Salaried Other Employees,Female,Married,36368,218208,73661,12276.83,0.337572316,3423.346827,0.094130742,23.1724,395.8621,286.6207,16.7931,85.1724,249.1034,94.1034,21.3793,77.4138
ATQCUS1270,25-34,Bengaluru,Salaried IT Employees,Male,Married,62429,374574,54367,9061.17,0.145143603,2384.518421,0.038195685,38.6,198.12,291.44,64.84,50.92,108.96,42.12,25.36,103.28
ATQCUS1271,21-24,Bengaluru,Freelancers,Male,Married,26626,159756,62909,10484.83,0.393781642,2830.9041,0.106321043,24.5185,365.8889,0,135.2593,117.5185,202.0741,100.5926,19.8148,21.2593
ATQCUS1272,35-45,Mumbai,Salaried IT Employees,Male,Married,64299,385794,65880,10980,0.170764709,2597.419355,0.040395953,40.2273,250.2727,134.2273,91.7273,134.0909,148.1818,143.6364,33.6364,82.5
ATQCUS1273,21-24,Mumbai,Salaried IT Employees,Female,Single,50728,304368,73989,12331.5,0.243090601,2867.790698,0.056532698,63.35,346.65,345.75,128.1,65.95,72.8,211.75,20.25,115.95
ATQCUS1274,35-45,Delhi NCR,Freelancers,Male,Married,34894,209364,62292,10382,0.297529661,2251.518072,0.064524505,35.1667,0,156.1667,37.3333,82.7778,156.3889,398.5556,70,187.9444
ATQCUS1275,21-24,Bengaluru,Business Owners,Male,Single,55174,331044,82574,13762.33,0.24943506,3440.5825,0.062358765,40.6,495.04,281.28,26.96,57.88,203.76,155.2,35.2,110.04
ATQCUS1276,25-34,Mumbai,Salaried IT Employees,Female,Married,58952,353712,74915,12485.83,0.211796546,2666.876311,0.045238097,98.8636,116.2727,171.5,107.1818,0,42.1364,157.8636,48.2727,162.4091
ATQCUS1277,25-34,Hyderabad,Salaried Other Employees,Female,Married,40654,243924,83484,13914,0.342254145,3168.534653,0.077939063,26.3478,260.4348,101.913,51.3478,78.913,364.087,209.7391,30.6522,160.4348
ATQCUS1278,35-45,Mumbai,Salaried Other Employees,Male,Married,42560,255360,68696,11449.33,0.269016212,2828.658,0.066462829,36.0952,555.381,327.1429,34.2857,86.4286,121.9048,82.2381,46.7143,43.0476
ATQCUS1279,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39019,234114,75375,12562.5,0.321958533,2725.825472,0.069858927,58.6957,85.5652,148.087,29.6522,84.8261,150.5652,176.0435,59,206.8696
ATQCUS1280,21-24,Bengaluru,Salaried IT Employees,Male,Single,50743,304458,76644,12774,0.251739156,2989.659574,0.058917675,81,328.7273,279.9091,67.0909,30,150.6364,108.3636,36.5455,219.5455
ATQCUS1281,35-45,Delhi NCR,Freelancers,Male,Married,37141,222846,66840,11140,0.299938074,2104.222222,0.05665497,30.6471,150.3529,262.7647,119.6471,0,287.1765,259.0588,17.1765,48.4118
ATQCUS1282,35-45,Mumbai,Government Employees,Female,Married,57913,347478,67792,11298.67,0.195097301,2716.026442,0.04689839,42.84,99.28,147.56,58.76,111.12,215.12,84.44,43,100.08
ATQCUS1283,35-45,Mumbai,Salaried IT Employees,Female,Married,70372,422232,94265,15710.83,0.223253993,4208.258036,0.059800177,44.0333,394.2667,289.1333,73.2333,64.2333,223.2,159.4667,5.7333,99.7333
ATQCUS1284,25-34,Bengaluru,Government Employees,Male,Married,51082,306492,88201,14700.17,0.287775929,3806.294018,0.07451341,22.5172,464.3448,221.931,18.8621,103.2759,288.6552,154.1724,19.1034,62.931
ATQCUS1285,21-24,Bengaluru,Salaried Other Employees,Female,Single,31615,189690,86209,14368.17,0.454473193,3335.468036,0.105502706,31.3462,375.7692,245.5,87.0385,94.5385,90.5769,196,27.8462,117.1538
ATQCUS1286,25-34,Mumbai,Business Owners,Male,Married,67978,407868,72399,12066.5,0.177505958,3016.625,0.044376489,21.75,363.1667,338.125,46.7083,107.8333,78.4167,81.2917,66.4583,93.9583
ATQCUS1287,25-34,Mumbai,Freelancers,Male,Married,32828,196968,79702,13283.67,0.404644511,3428.043871,0.10442439,58.5833,266.0833,220.0417,21.2083,88.9583,157.875,259.3333,56.375,222.25
ATQCUS1288,25-34,Delhi NCR,Salaried Other Employees,Female,Married,41525,249150,73196,12199.33,0.293782781,2805.8459,0.06757004,36.8261,179.1739,258.087,98.3043,60.1304,142.2174,103.6087,45,202.8696
ATQCUS1289,35-45,Bengaluru,Government Employees,Male,Married,57215,343290,71188,11864.67,0.20736992,2876.283636,0.050271496,46.625,387.3333,211.375,82.7083,25.7083,104.9583,173.5,39.5833,114.7083
ATQCUS1290,21-24,Mumbai,Salaried Other Employees,Male,Single,30372,182232,43978,7329.67,0.241329843,1527.014583,0.050277051,19.5,0,48.85,84.75,39.55,140.65,128.25,22.3,109.1
ATQCUS1291,35-45,Chennai,Salaried Other Employees,Female,Married,41951,251706,49973,8328.83,0.198537103,2059.818172,0.049100574,31.0435,95.9565,40.1739,58.8261,65.5217,63.8261,150.6957,9.6522,136.913
ATQCUS1292,21-24,Bengaluru,Government Employees,Male,Single,39450,236700,48045,8007.5,0.202978454,1733.582474,0.043943789,21.0952,215.6667,104.6667,61.7619,34.2857,106.0952,74.2381,24.0952,25.381
ATQCUS1293,35-45,Mumbai,Government Employees,Male,Married,52282,313692,57728,9621.33,0.184027581,1649.370857,0.031547585,0,334,217.3333,14.5,18.8889,168.0556,46.7778,25.9444,33.8889
ATQCUS1294,25-34,Mumbai,Salaried Other Employees,Female,Married,41564,249384,50476,8412.67,0.202402801,1954.458687,0.047022873,12,193.4348,91.7826,82.0435,31.2174,96,62.0435,26.3478,82.0435
ATQCUS1295,21-24,Mumbai,Salaried IT Employees,Male,Single,47097,282582,50783,8463.83,0.179710597,1937.503253,0.04113857,11.4211,345.3158,223.6842,14.8947,89.6316,57.6842,55.3684,31.6316,63.5263
ATQCUS1296,25-34,Bengaluru,Salaried IT Employees,Female,Single,59676,358056,46821,7803.5,0.130764461,2217.836842,0.037164636,32.2593,179.6296,129.2963,54.037,14.7037,100.1852,60.5185,27,42.7407
ATQCUS1297,45+,Hyderabad,Business Owners,Female,Married,78634,471804,50855,8475.83,0.107788361,1490.255824,0.0189518,20.1875,222.1875,65.0625,46.125,0,120.5625,58.9375,25.625,64
ATQCUS1298,21-24,Chennai,Business Owners,Female,Single,51505,309030,53859,8976.5,0.17428405,2288.127451,0.044425346,30.8846,238.7308,81.9615,71.4615,41.1154,114.6538,77.9231,8.9615,46.8846
ATQCUS1299,35-45,Chennai,Salaried IT Employees,Female,Married,66973,401838,48150,8025,0.119824407,1942.894737,0.02901012,19.913,367.087,104.5652,35,65.087,103.5652,55.6957,17.9565,36.6522
ATQCUS1300,25-34,Mumbai,Freelancers,Male,Single,33598,201588,48389,8064.83,0.24003899,2191.529891,0.065227987,15.56,221.28,190.88,0,66.72,162.28,38.24,14.76,46.48
ATQCUS1301,35-45,Delhi NCR,Business Owners,Male,Single,71097,426582,47097,7849.5,0.110405502,2242.714286,0.031544429,20.4231,251.0385,137.5385,36.1538,77.8462,52.3077,19.3846,28.7308,43.0769
ATQCUS1302,35-45,Chennai,Salaried Other Employees,Female,Married,41209,247254,51506,8584.33,0.208312019,2035.459691,0.049393572,55.2174,233.4348,118.1739,27.7826,12.1739,157.8696,99,17.1739,92.5652
ATQCUS1303,45+,Chennai,Salaried IT Employees,Male,Married,65761,394566,52625,8770.83,0.13337434,1915.468621,0.02912773,59,328.2632,60.7895,55.2105,19.5789,45.6842,85.8947,34.6316,70.6316
ATQCUS1304,35-45,Hyderabad,Business Owners,Male,Married,75071,450426,53374,8895.67,0.118496756,2409.243958,0.032092872,18.5385,242,137.3077,62.1154,28.2308,28.6923,77.5385,15.9231,122.6538
ATQCUS1305,45+,Chennai,Salaried IT Employees,Female,Married,64371,386226,57141,9523.5,0.147947057,2425.79717,0.037684628,24.2963,189.5926,176.3333,34.2222,56.3704,44.1481,57.7037,21.7037,97.5185
ATQCUS1306,25-34,Chennai,Government Employees,Male,Married,50993,305958,55672,9278.67,0.181959681,2319.6675,0.04548992,16.1667,378.3333,42.7917,57.875,43.875,28.1667,92.875,11,115.5833
ATQCUS1307,25-34,Mumbai,Salaried Other Employees,Female,Single,38217,229302,46010,7668.33,0.200652327,1488.996117,0.038961617,32.9,85.25,84.75,46.55,44.05,108.5,26.85,23.95,60
ATQCUS1308,35-45,Hyderabad,Freelancers,Male,Married,37020,222120,48633,8105.5,0.218949217,2494,0.06736899,43.2143,240.0714,90.4286,62.7143,76.2857,115.2143,0,27.5357,63.8571
ATQCUS1309,25-34,Bengaluru,Salaried IT Employees,Male,Married,64228,385368,45620,7603.33,0.118380301,1708.613483,0.026602315,26.45,227.25,48.95,52.2,77.5,90.25,175.5,0,23.6
ATQCUS1310,35-45,Chennai,Salaried Other Employees,Male,Married,41756,250536,43986,7331,0.175567583,1992.119565,0.047708582,7.52,223.76,103.52,61.32,59.44,86.44,116.2,4.72,64.92
ATQCUS1311,21-24,Mumbai,Salaried Other Employees,Female,Single,30811,184866,54698,9116.33,0.295879069,2658.929583,0.086298062,35.4643,203.2857,190.5357,38.0357,42.7857,130.1429,76.0357,21.7143,26.1429
ATQCUS1312,35-45,Delhi NCR,Salaried Other Employees,Male,Married,43776,262656,56943,9490.5,0.216796875,2562.435,0.058535156,31.8148,291.8148,116.1111,31,32.8889,106.2593,91.4074,28.3704,74.3333
ATQCUS1313,21-24,Mumbai,Government Employees,Male,Single,39481,236886,46606,7767.67,0.19674451,2065.869681,0.052325668,17.32,121.24,113.76,33.04,47.76,162.76,27.68,28,101.56
ATQCUS1314,25-34,Mumbai,Salaried Other Employees,Male,Single,38710,232260,46883,7813.83,0.201855593,1680.393548,0.043409805,38.15,160.4,144.75,36.75,26.5,188.25,74.8,5.45,30.05
ATQCUS1315,21-24,Mumbai,Salaried IT Employees,Male,Single,49110,294660,49092,8182,0.166605579,2603.363636,0.053010866,24.9429,212.4571,75.8,23.6857,30.0286,103.3429,40.2286,19.7429,77.3143
ATQCUS1316,35-45,Bengaluru,Salaried IT Employees,Female,Married,68065,408390,52973,8828.83,0.129711746,1846.028091,0.027121547,66.2609,173.1739,28.9565,34.0435,32.1304,158.5652,39.6087,8.5652,108.9565
ATQCUS1317,25-34,Bengaluru,Salaried IT Employees,Female,Married,63653,381918,55727,9287.83,0.145913468,2653.665714,0.041689562,30.2143,178.9643,150.4286,62.5714,20.3214,123.6071,77.1429,20.8571,135.3214
ATQCUS1318,21-24,Mumbai,Business Owners,Male,Single,51496,308976,47990,7998.33,0.155319442,2104.823684,0.040873537,33.92,186.08,152.16,38.04,30.92,61,117.92,3.92,79.6
ATQCUS1319,35-45,Bengaluru,Salaried IT Employees,Female,Married,67216,403296,44938,7489.67,0.111426892,1813.288526,0.026977037,13.8261,111.7391,116.1739,39.1304,53.0435,20.4348,23.3043,32.0435,108.5217
ATQCUS1320,35-45,Delhi NCR,Freelancers,Male,Married,34924,209544,53431,8905.17,0.254987115,2319.054688,0.066402894,37,138.16,168.88,84.92,61,59.68,83.6,12.8,53.76
ATQCUS1321,21-24,Hyderabad,Salaried IT Employees,Female,Single,46812,280872,53838,8973,0.19168162,2096.495327,0.044785425,31.72,192.44,131.96,43.56,0,79.76,102.84,37.36,45.68
ATQCUS1322,35-45,Chennai,Business Owners,Male,Married,76358,458148,47941,7990.17,0.104640902,2080.773438,0.027250235,37.52,202.8,180.92,52.08,46.36,85,21.16,31.08,25.8
ATQCUS1323,45+,Bengaluru,Salaried IT Employees,Female,Married,75948,455688,60262,10043.67,0.132244035,2607.49125,0.034332586,40.5185,325.2963,136.5556,82.8519,37.2963,28.7407,95.4074,20.2963,52.2963
ATQCUS1324,25-34,Mumbai,Salaried Other Employees,Female,Married,39989,239934,50807,8467.83,0.211753982,2627.947241,0.065716753,34.2963,264.8519,153.4074,50.8148,47.1111,137.4074,52.5926,12.963,31.2963
ATQCUS1325,25-34,Hyderabad,Government Employees,Male,Married,52925,317550,46018,7669.67,0.144915824,2618.911707,0.049483452,38.0714,265.5357,155.0714,25.5714,63.4286,103.0357,37.6786,22.5,73.8571
ATQCUS1326,21-24,Chennai,Salaried IT Employees,Male,Single,46929,281574,40744,6790.67,0.144700931,1697.6675,0.036175233,28.0909,142.0455,79.4545,90.0909,31.0455,33.9545,23.5,20.4545,103.4091
ATQCUS1327,35-45,Delhi NCR,Salaried Other Employees,Female,Married,42300,253800,40501,6750.17,0.159578487,1088.737097,0.025738466,31.1333,223.2667,203.2667,43.4,39.8,49.0667,37.3333,20.1333,0
ATQCUS1328,35-45,Chennai,Salaried IT Employees,Male,Married,64550,387300,60522,10087,0.15626646,2546.23301,0.039445903,29.3077,212.5385,210.6538,65.6538,64.5,57.8846,45.3077,8.2308,87.7308
ATQCUS1329,45+,Mumbai,Business Owners,Male,Married,79481,476886,60953,10158.83,0.127814572,2788.698431,0.035086353,35.6429,115.0714,243.6071,31.8214,65.4286,69.6786,100.1071,28.2143,47.1071
ATQCUS1330,35-45,Chennai,Salaried IT Employees,Male,Married,62259,373554,42338,7056.33,0.113338313,1395.757582,0.022418567,4.7222,57.7222,170.1667,33.2778,67.3889,40.5,88.6667,19.6667,118.7222
ATQCUS1331,21-24,Mumbai,Freelancers,Male,Single,25289,151734,40378,6729.67,0.266110562,1663.513933,0.065780139,18.4545,191.2727,0,71.1818,61.9091,100.4091,0,25.6364,69.0455
ATQCUS1332,35-45,Delhi NCR,Salaried Other Employees,Female,Married,40228,241368,47605,7934.17,0.197230039,1603.715213,0.039865646,25.1579,171.3158,223.9474,73.9474,41.4211,83.7895,17.9474,13.5263,69.7895
ATQCUS1333,35-45,Delhi NCR,Freelancers,Female,Married,37087,222522,55143,9190.5,0.247809205,1857.654255,0.050089095,25.5789,66.0526,207.0526,66.6842,36.7895,83.2632,147.2105,39.9474,47.1053
ATQCUS1334,35-45,Delhi NCR,Business Owners,Male,Married,70646,423876,64815,10802.5,0.152910285,2769.871795,0.039207765,21.9,275.9333,160.0333,75.0333,32.5667,95.9667,132.8,14.8667,122.7333
ATQCUS1335,25-34,Hyderabad,Salaried Other Employees,Female,Married,40294,241764,51930,8655,0.214796248,2257.826087,0.056033804,19.5417,346.8333,200.375,53.5,51.5417,54.2083,54.9583,16.7083,101.375
ATQCUS1336,21-24,Bengaluru,Salaried Other Employees,Male,Single,30176,181056,44444,7407.33,0.245470904,1787.976207,0.059251598,41.1905,88.2381,313.4762,0,45,210.8095,0,32.7143,116.4762
ATQCUS1337,25-34,Chennai,Salaried IT Employees,Female,Single,63018,378108,48982,8163.67,0.129545051,2019.877113,0.032052384,25.7917,173.4583,175.2083,23.2917,52.9167,180.875,84.0417,17.5,113.75
ATQCUS1338,35-45,Hyderabad,Salaried IT Employees,Male,Married,70588,423528,61119,10186.5,0.144309231,2696.426471,0.038199502,5.1852,322.8148,235.2593,65.7037,42.5556,137.9259,113.6296,31.1852,123.1852
ATQCUS1339,25-34,Delhi NCR,Salaried Other Employees,Male,Married,41039,246234,58356,9726,0.236994079,2947.272727,0.071816388,19.3,246.0333,145.4333,76.2,80.7333,93.0333,80.0333,38.9667,41.6667
ATQCUS1340,45+,Mumbai,Salaried Other Employees,Female,Married,42479,254874,48373,8062.17,0.189791897,2461.083474,0.057936474,40.069,263.6552,98.0345,51.069,63.5172,78.931,108.1379,4.931,94.0345
ATQCUS1341,25-34,Hyderabad,Freelancers,Female,Married,34283,205698,65327,10887.83,0.317586851,3459.684299,0.100915448,13.2941,239.0588,162.5,59.1765,56.7647,70.9412,136.4706,37.1765,132.5
ATQCUS1342,25-34,Delhi NCR,Salaried Other Employees,Male,Married,39594,237564,54749,9124.83,0.230459918,2113.118526,0.053369665,44.1364,252.8182,161.0909,40.1364,110.2727,142,30,8.6818,122.8182
ATQCUS1343,25-34,Chennai,Salaried Other Employees,Male,Married,37585,225510,81569,13594.83,0.361708926,2821.568491,0.075071664,42.8636,630.3182,426.6818,27.5909,75.3636,0,130.3636,42.9545,50.5
ATQCUS1344,25-34,Bengaluru,Salaried Other Employees,Female,Married,36077,216462,72024,12004,0.332732766,2970.061856,0.082325633,37.625,222.375,324.625,55.125,46.9583,43.3333,148.625,48.375,231.6667
ATQCUS1345,35-45,Delhi NCR,Salaried Other Employees,Male,Married,38970,233820,71824,11970.67,0.307176546,2244.500625,0.057595602,85.7222,505.7778,0,147.7778,152.2222,0,233.7778,0,95.5
ATQCUS1346,21-24,Bengaluru,Business Owners,Male,Married,56272,337632,83621,13936.83,0.247669001,4154.247404,0.073824414,56.4839,305.4839,375.0645,110.871,71.2258,37.4839,110.1935,46.0645,166.3548
ATQCUS1347,35-45,Chennai,Freelancers,Male,Married,37161,222966,79958,13326.33,0.35861064,2855.642143,0.076845137,0,104.1429,282.9524,44.8571,144.1905,291.0952,247.7619,76.8095,111.7619
ATQCUS1348,35-45,Bengaluru,Freelancers,Male,Married,37301,223806,87815,14635.83,0.392370982,4181.665714,0.112105995,49.0357,246.4643,405.6429,58.2857,15.7143,250.1071,182.0357,33.6071,149.3214
ATQCUS1349,25-34,Bengaluru,Salaried IT Employees,Male,Married,59631,357786,70520,11753.33,0.197101005,2938.3325,0.049275251,73.9583,554.2917,167.625,51.0417,16,0,184.0417,43.1667,68.0833
ATQCUS1350,25-34,Mumbai,Business Owners,Male,Single,69389,416334,65677,10946.17,0.157750796,2765.348211,0.039852833,56.7083,95.0417,129.25,73,45.3333,195.4167,135.0417,17.1667,186.25
ATQCUS1351,35-45,Mumbai,Salaried Other Employees,Male,Married,42307,253842,86146,14357.67,0.339368662,4588.533711,0.108458026,62.6452,325.2903,155.129,18.5484,133,147.5806,215.6774,51.7742,75.2258
ATQCUS1352,21-24,Hyderabad,Salaried IT Employees,Male,Married,46461,278766,61823,10303.83,0.221773746,2755.675465,0.059311583,45.087,331.2609,114.2609,16.913,108.087,171.1304,124.4783,24.1304,137.0435
ATQCUS1353,35-45,Chennai,Government Employees,Female,Married,54345,326070,72144,12024,0.221253105,3095.287129,0.056956245,56.5769,161.0385,285.7308,101.8077,96.5385,100.5,134.8462,30.4231,106.3462
ATQCUS1354,25-34,Hyderabad,Government Employees,Female,Married,53685,322110,73110,12185,0.226972152,1965.322581,0.036608412,22.7333,406.3333,339.2667,157,53.6667,122.7333,66.1333,25.9333,86.6
ATQCUS1355,35-45,Mumbai,Salaried IT Employees,Male,Single,62981,377886,77956,12992.67,0.206295073,3007.5625,0.047753489,57.76,273.8,225.72,45.56,122.24,268.92,34.36,36.44,140.12
ATQCUS1356,35-45,Mumbai,Salaried IT Employees,Male,Married,68895,413370,72785,12130.83,0.176077074,2936.937789,0.042629186,66.6522,350.6087,180.4348,29.6522,91.6957,130.913,146.3913,35.7826,107.5652
ATQCUS1357,25-34,Delhi NCR,Salaried Other Employees,Male,Married,38512,231072,70501,11750.17,0.305104123,2711.577692,0.070408644,61.0833,277.375,144.7083,119.8333,48.4583,76.4167,101.3333,61.5833,117.375
ATQCUS1358,35-45,Chennai,Business Owners,Male,Married,73188,439128,79846,13307.67,0.181828578,3013.057358,0.041168735,49.375,297.8333,197,84.75,49.4167,238.7083,59.2917,31.7083,189.8333
ATQCUS1359,25-34,Bengaluru,Government Employees,Female,Married,51350,308100,77224,12870.67,0.250645959,3346.3742,0.065167949,38.1154,357.8846,0,123.3077,98.1538,55.1154,97.1538,69.7692,146.5769
ATQCUS1360,25-34,Chennai,Salaried Other Employees,Male,Married,39315,235890,79634,13272.33,0.33758947,3318.0825,0.084397367,13.087,441.7826,404.2609,25.3043,111.6522,124.7391,160.4783,80.2174,0
ATQCUS1361,25-34,Hyderabad,Salaried Other Employees,Female,Married,38358,230148,67789,11298.17,0.294545336,2824.5425,0.073636334,85.84,224.16,162.52,118.56,46.76,47.16,53.16,51.12,174.52
ATQCUS1362,35-45,Bengaluru,Business Owners,Male,Married,70617,423702,79549,13258.17,0.187747568,3314.5425,0.046936892,74.8333,536.5833,114.5,101.25,29,202,95.0833,36.9167,144.4583
ATQCUS1363,25-34,Delhi NCR,Business Owners,Male,Married,73569,441414,71363,11893.83,0.161669045,2783.66234,0.037837436,15.0455,294.6364,236.7727,85.4545,25.2727,308.3636,116.4091,33.4091,159.8636
ATQCUS1364,35-45,Mumbai,Freelancers,Male,Married,35433,212598,61987,10331.17,0.291569159,2110.66914,0.059567893,112.9474,0,61.5789,158.3684,94.1579,179.7895,174.3684,0,118.8421
ATQCUS1365,45+,Mumbai,Salaried IT Employees,Female,Married,73969,443814,62801,10466.83,0.141502927,1840.321758,0.024879635,83,0,386.3125,166.8125,71.9375,170.25,82.6875,20.6875,57.875
ATQCUS1366,25-34,Hyderabad,Business Owners,Male,Married,68707,412242,78227,13037.83,0.18975985,3111.300341,0.045283601,11.381,538.4286,291.0476,51.2381,120.381,81.0952,195.5714,36.9048,105.1429
ATQCUS1367,35-45,Delhi NCR,Salaried Other Employees,Male,Married,41825,250950,94074,15679,0.374871488,3717.701031,0.088887054,46.5652,609.8261,181.9565,69.2174,89.1739,278.9565,151.8696,11.3913,188.6522
ATQCUS1368,25-34,Hyderabad,Salaried Other Employees,Female,Married,40800,244800,63245,10540.83,0.258353676,2670.3436,0.065449598,37.1053,357.4211,285.7895,30.8947,25.6316,237.6842,177,34.7368,91.7368
ATQCUS1369,35-45,Bengaluru,Salaried IT Employees,Male,Single,68979,413874,88886,14814.33,0.214765798,3846.027981,0.055756505,54.1852,311.8889,166.1852,119.4815,71.2222,105.1111,173.1481,29.7778,175.5926
ATQCUS1370,25-34,Mumbai,Salaried IT Employees,Female,Married,60336,362016,85258,14209.67,0.235508983,3517.24505,0.058294303,37.2,477.96,255.2,173.28,42.04,189,141.8,28.28,39.04
ATQCUS1371,25-34,Chennai,Freelancers,Male,Married,34875,209250,54673,9112.17,0.26128086,1938.759574,0.055591672,19.6,235.15,268.1,88.45,97,116.35,167.65,25.05,103.35
ATQCUS1372,25-34,Hyderabad,Salaried IT Employees,Male,Single,63335,380010,82621,13770.17,0.217418015,3780.046667,0.059683377,74.2143,317.9643,336.3214,70.6071,133.3929,48.3929,53.3571,41,119.8929
ATQCUS1373,45+,Mumbai,Business Owners,Male,Married,78569,471414,63546,10591,0.134798712,2618,0.03332103,19.1364,352.2273,350.8636,104.4545,121.1364,50.5455,126.6364,12.3182,84.3182
